gene,pLI,oe_lof_upper,mis_z,oe_lof_upper_bin,obs_hom_lof
PTPN11,1.00E+00,1.35E-01,3.13E+00,0,0
DLGAP3,1.00E+00,1.36E-01,2.63E+00,0,0
HIRA,1.00E+00,1.36E-01,3.71E+00,0,0
SETD1A,1.00E+00,1.36E-01,1.83E+00,0,0
NAA35,1.00E+00,1.36E-01,3.66E+00,0,0
ELMSAN1,1.00E+00,1.36E-01,1.79E+00,0,0
CACTIN,1.00E+00,1.36E-01,3.20E+00,0,0
ARHGEF6,1.00E+00,1.36E-01,1.35E+00,0,2
FAM120C,1.00E+00,1.36E-01,3.63E+00,0,0
RBM6,1.00E+00,1.36E-01,2.17E+00,0,0
KIF1A,1.00E+00,1.36E-01,5.16E+00,0,0
MECOM,1.00E+00,1.36E-01,1.62E+00,0,0
MBD5,1.00E+00,1.36E-01,8.56E-01,0,0
MEIS1,1.00E+00,1.36E-01,3.30E+00,0,0
INTS6,1.00E+00,1.36E-01,3.83E+00,0,0
ZFHX3,1.00E+00,1.36E-01,-1.23E+00,0,0
JPH4,9.99E-01,1.37E-01,2.56E+00,0,0
SMARCA1,1.00E+00,1.37E-01,2.44E+00,0,0
HEATR1,1.00E+00,1.37E-01,8.71E-02,0,0
BAI3,1.00E+00,1.38E-01,1.83E+00,0,0
SLC12A5,1.00E+00,1.38E-01,4.70E+00,0,0
TAF3,1.00E+00,1.38E-01,2.21E+00,0,0
SHOC2,9.99E-01,1.38E-01,2.97E+00,0,0
PSMC1,9.99E-01,1.38E-01,3.95E+00,0,0
RBM22,9.99E-01,1.38E-01,3.16E+00,0,0
NFKB1,1.00E+00,1.38E-01,3.19E+00,0,0
AFF4,1.00E+00,1.38E-01,2.47E+00,0,0
RB1CC1,1.00E+00,1.38E-01,8.12E-01,0,0
SAFB,1.00E+00,1.38E-01,2.14E+00,0,0
TRAPPC8,1.00E+00,1.38E-01,1.21E+00,0,0
ARID4A,1.00E+00,1.39E-01,1.45E+00,0,5
TRIO,1.00E+00,1.39E-01,5.32E+00,0,0
YTHDF2,9.99E-01,1.39E-01,2.27E+00,0,0
PPFIA2,1.00E+00,1.39E-01,3.26E+00,0,0
KDM6B,1.00E+00,1.40E-01,1.32E+00,0,0
SPTB,1.00E+00,1.40E-01,7.51E-01,0,0
SOS1,1.00E+00,1.40E-01,3.05E+00,0,0
BAI1,1.00E+00,1.40E-01,4.48E+00,0,0
AMBRA1,1.00E+00,1.40E-01,2.95E+00,0,0
UBE2O,1.00E+00,1.40E-01,3.44E+00,0,0
ZNF292,1.00E+00,1.40E-01,1.41E+00,0,0
BCOR,1.00E+00,1.41E-01,1.88E+00,0,0
HDAC5,1.00E+00,1.41E-01,3.32E+00,0,0
PODXL2,9.99E-01,1.41E-01,9.07E-01,0,0
AFTPH,1.00E+00,1.41E-01,6.92E-01,0,0
RANBP3,1.00E+00,1.41E-01,1.85E+00,0,0
SPAG9,1.00E+00,1.42E-01,3.13E+00,0,0
FNBP4,1.00E+00,1.42E-01,1.39E+00,0,0
AGPAT3,9.99E-01,1.42E-01,2.54E+00,0,0
RANBP2,1.00E+00,1.42E-01,-7.76E-01,0,0
TKTL1,9.99E-01,1.42E-01,-8.45E-01,0,0
ZBTB44,9.99E-01,1.42E-01,1.87E+00,0,0
WHSC1L1,1.00E+00,1.42E-01,3.73E+00,0,0
CNOT4,1.00E+00,1.43E-01,3.49E+00,0,0
JAG2,1.00E+00,1.43E-01,2.20E+00,0,0
TFCP2L1,1.00E+00,1.43E-01,1.63E+00,0,0
MAOA,9.99E-01,1.43E-01,2.38E+00,0,0
SAMD4B,1.00E+00,1.43E-01,3.04E+00,0,0
CSNK1E,9.99E-01,1.43E-01,3.18E+00,0,0
DNMT1,1.00E+00,1.43E-01,4.99E+00,0,0
PHEX,1.00E+00,1.43E-01,1.71E+00,0,3
ATXN2L,1.00E+00,1.43E-01,2.25E+00,0,0
XPO4,1.00E+00,1.43E-01,4.02E+00,0,0
ARFGEF1,1.00E+00,1.43E-01,5.37E+00,0,0
COPS5,9.99E-01,1.44E-01,3.44E+00,0,0
SPOP,9.99E-01,1.44E-01,4.14E+00,0,0
CSDE1,1.00E+00,1.44E-01,3.45E+00,0,0
API5,1.00E+00,1.44E-01,2.92E+00,0,0
CUL1,1.00E+00,1.44E-01,5.70E+00,0,0
DDX46,1.00E+00,1.44E-01,5.48E+00,0,0
ZFHX4,1.00E+00,1.44E-01,1.01E+00,0,0
GNB1,9.99E-01,1.45E-01,3.83E+00,0,0
HOMER1,9.99E-01,1.45E-01,2.43E+00,0,0
ZFPM2,1.00E+00,1.45E-01,2.13E-01,0,0
AEBP2,9.99E-01,1.45E-01,2.21E+00,0,0
NUP85,1.00E+00,1.45E-01,7.55E-01,0,0
CBLL1,9.99E-01,1.45E-01,1.34E+00,0,0
RNF38,1.00E+00,1.45E-01,1.56E+00,0,0
BAZ2A,1.00E+00,1.46E-01,2.08E+00,0,0
JAG1,1.00E+00,1.46E-01,3.25E+00,0,0
ASXL2,1.00E+00,1.46E-01,1.71E+00,0,0
SP3,1.00E+00,1.46E-01,1.63E+00,0,0
SRRM1,1.00E+00,1.46E-01,1.46E+00,0,0
MAML1,1.00E+00,1.46E-01,4.81E-01,0,0
CCNC,9.99E-01,1.46E-01,2.25E+00,0,0
KIF23,1.00E+00,1.46E-01,2.08E+00,0,0
EZH2,1.00E+00,1.46E-01,4.68E+00,0,0
RFX4,1.00E+00,1.47E-01,2.23E+00,0,0
XRCC5,1.00E+00,1.47E-01,2.81E+00,0,0
USP24,1.00E+00,1.47E-01,4.99E+00,0,0
CHD3,1.00E+00,1.47E-01,6.15E+00,0,0
HNRNPA1,9.99E-01,1.47E-01,2.82E+00,0,0
PPP1CB,9.99E-01,1.47E-01,4.33E+00,0,0
FLT4,1.00E+00,1.47E-01,2.83E+00,0,0
UNC79,1.00E+00,1.47E-01,4.16E+00,0,0
ZNF217,1.00E+00,1.47E-01,1.03E+00,0,0
EFHC2,9.99E-01,1.47E-01,6.22E-01,0,0
WBP11,1.00E+00,1.48E-01,2.98E+00,0,0
ITPKB,1.00E+00,1.48E-01,6.36E-01,0,0
CTCF,1.00E+00,1.48E-01,4.44E+00,0,0
ATP2B2,1.00E+00,1.48E-01,4.55E+00,0,0
MAOB,9.99E-01,1.48E-01,1.75E+00,0,2
KLHDC3,9.99E-01,1.48E-01,3.45E+00,0,0
PRMT1,9.99E-01,1.48E-01,3.81E+00,0,0
TGFB2,9.99E-01,1.48E-01,2.13E+00,0,0
DIP2C,1.00E+00,1.49E-01,4.67E+00,0,0
NFIX,9.99E-01,1.49E-01,4.08E+00,0,0
FBXL17,9.99E-01,1.49E-01,2.17E+00,0,0
WAS,9.99E-01,1.49E-01,1.98E+00,0,0
GCM1,9.99E-01,1.49E-01,1.44E+00,0,0
YBX2,9.99E-01,1.50E-01,1.60E+00,0,0
TLE4,1.00E+00,1.50E-01,3.60E+00,0,0
SLC6A1,1.00E+00,1.50E-01,4.18E+00,0,0
EBF3,1.00E+00,1.50E-01,3.61E+00,0,0
MAPK8IP3,1.00E+00,1.50E-01,2.88E+00,0,0
AHSA1,9.99E-01,1.50E-01,1.69E+00,0,0
PAN3,1.00E+00,1.50E-01,2.52E+00,0,0
PKN2,1.00E+00,1.50E-01,2.97E+00,0,0
ABCD1,9.99E-01,1.50E-01,1.87E+00,0,1
SETD1B,1.00E+00,1.51E-01,4.67E+00,0,0
CLCN4,9.99E-01,1.51E-01,4.52E+00,0,0
ARHGEF9,9.99E-01,1.51E-01,3.04E+00,0,0
B4GALT5,9.99E-01,1.51E-01,2.37E+00,0,0
MSL1,9.99E-01,1.51E-01,1.77E+00,0,0
SERPINC1,9.99E-01,1.51E-01,1.36E+00,0,0
KALRN,1.00E+00,1.52E-01,4.36E+00,0,0
CASZ1,1.00E+00,1.52E-01,2.61E+00,0,0
6-Mar,1.00E+00,1.52E-01,3.88E+00,0,0
SFPQ,1.00E+00,1.52E-01,2.98E+00,0,0
BCORL1,1.00E+00,1.52E-01,2.06E+00,0,5
CMIP,1.00E+00,1.52E-01,3.26E+00,0,0
PPRC1,1.00E+00,1.52E-01,2.44E-01,0,0
DDX26B,1.00E+00,1.52E-01,1.71E+00,0,3
C11orf30,1.00E+00,1.53E-01,1.99E+00,0,0
EFEMP1,1.00E+00,1.53E-01,1.82E+00,0,0
MAPKAP1,1.00E+00,1.53E-01,2.83E+00,0,0
ATP1B1,9.99E-01,1.53E-01,2.00E+00,0,0
ELFN1,9.99E-01,1.53E-01,2.44E+00,0,0
SMCHD1,1.00E+00,1.53E-01,3.63E+00,0,0
FBXW2,9.99E-01,1.53E-01,2.44E+00,0,0
GGA1,1.00E+00,1.53E-01,1.22E+00,0,0
CAMSAP3,1.00E+00,1.54E-01,3.35E+00,0,0
AHR,1.00E+00,1.54E-01,7.35E-01,0,0
DMD,1.00E+00,1.54E-01,-2.43E+00,0,16
PPP1R10,1.00E+00,1.54E-01,2.95E+00,0,0
HDLBP,1.00E+00,1.54E-01,4.10E+00,0,0
ZNF609,1.00E+00,1.54E-01,1.83E+00,0,0
ARHGAP42,1.00E+00,1.55E-01,2.96E+00,0,0
OCRL,1.00E+00,1.55E-01,2.96E+00,0,1
RICTOR,1.00E+00,1.55E-01,3.05E+00,0,0
ZNF541,1.00E+00,1.55E-01,2.64E+00,0,0
FASN,1.00E+00,1.55E-01,2.36E+00,0,0
ATAD2B,1.00E+00,1.55E-01,3.96E+00,0,0
PCIF1,1.00E+00,1.55E-01,2.41E+00,0,0
DENND5B,1.00E+00,1.55E-01,3.39E+00,0,0
HOOK3,1.00E+00,1.55E-01,2.36E+00,0,0
ARHGEF2,1.00E+00,1.56E-01,3.61E+00,0,0
XPR1,1.00E+00,1.56E-01,3.23E+00,0,0
INTS10,1.00E+00,1.56E-01,1.44E+00,0,0
USP3,1.00E+00,1.56E-01,2.11E+00,0,0
MARK2,1.00E+00,1.56E-01,4.45E+00,0,0
IKZF1,9.99E-01,1.56E-01,3.38E+00,0,0
CDH11,1.00E+00,1.56E-01,1.59E+00,0,0
KDM4A,1.00E+00,1.56E-01,3.68E+00,0,0
RREB1,1.00E+00,1.56E-01,-4.27E-01,0,1
CHD4,1.00E+00,1.56E-01,6.34E+00,0,0
HIPK2,1.00E+00,1.56E-01,2.86E+00,0,0
NR2E1,9.99E-01,1.56E-01,2.60E+00,0,0
KPNA4,1.00E+00,1.56E-01,3.23E+00,0,0
CHD5,1.00E+00,1.57E-01,5.32E+00,0,0
PLXND1,1.00E+00,1.57E-01,3.35E+00,0,0
RXRA,9.99E-01,1.57E-01,2.97E+00,0,0
LRRC7,1.00E+00,1.57E-01,3.60E+00,0,0
ZFC3H1,1.00E+00,1.57E-01,2.14E+00,0,0
UBE4B,1.00E+00,1.57E-01,3.73E+00,0,0
DOCK3,1.00E+00,1.58E-01,3.94E+00,0,0
DMXL2,1.00E+00,1.58E-01,2.37E+00,0,0
PELP1,1.00E+00,1.58E-01,1.12E+00,0,0
TXLNG,9.98E-01,1.58E-01,8.63E-02,0,1
UNC13A,1.00E+00,1.58E-01,5.63E+00,0,0
MAT2A,9.98E-01,1.58E-01,3.63E+00,0,0
HECTD1,1.00E+00,1.58E-01,5.01E+00,0,0
KCNQ2,1.00E+00,1.58E-01,4.04E+00,0,0
TANC2,1.00E+00,1.58E-01,2.34E+00,0,0
PPP3CA,1.00E+00,1.58E-01,3.63E+00,0,0
LARP4B,1.00E+00,1.58E-01,1.94E+00,0,0
EPC2,1.00E+00,1.59E-01,2.70E+00,0,0
ROBO2,1.00E+00,1.59E-01,1.65E+00,0,0
MAST1,1.00E+00,1.59E-01,5.77E+00,0,0
POLR2A,1.00E+00,1.59E-01,7.13E+00,0,0
GRIPAP1,1.00E+00,1.59E-01,2.62E+00,0,1
PSMD11,1.00E+00,1.59E-01,2.61E+00,0,0
TNRC6A,1.00E+00,1.59E-01,1.13E+00,0,0
ESPL1,1.00E+00,1.59E-01,4.31E+00,0,0
CUL5,1.00E+00,1.59E-01,4.59E+00,0,0
FBRS,1.00E+00,1.59E-01,7.64E-01,0,0
SAP130,1.00E+00,1.59E-01,3.25E+00,0,0
ALG13,1.00E+00,1.60E-01,1.15E+00,0,1
SMAD5,9.98E-01,1.60E-01,3.00E+00,0,124736
GNB2L1,9.98E-01,1.60E-01,3.58E+00,0,0
SLIT2,1.00E+00,1.60E-01,2.10E+00,0,0
PPM1A,9.98E-01,1.60E-01,2.58E+00,0,0
PPP4R2,9.98E-01,1.60E-01,8.93E-04,0,0
GSPT1,1.00E+00,1.60E-01,3.32E+00,0,0
PIP4K2B,9.98E-01,1.60E-01,3.05E+00,0,0
ZFX,9.98E-01,1.60E-01,3.15E+00,0,0
KANSL3,1.00E+00,1.60E-01,2.47E+00,0,0
RORC,1.00E+00,1.61E-01,2.29E+00,0,0
ZNF800,1.00E+00,1.61E-01,9.91E-01,0,0
DPF2,1.00E+00,1.61E-01,2.90E+00,0,0
APC,1.00E+00,1.61E-01,1.68E-01,0,0
FKBP8,9.98E-01,1.61E-01,2.33E+00,0,0
OPHN1,1.00E+00,1.61E-01,2.59E+00,0,1
USP48,1.00E+00,1.61E-01,4.37E+00,0,0
KDM6A,1.00E+00,1.61E-01,2.95E+00,0,0
CAPZA2,9.98E-01,1.61E-01,1.84E+00,0,0
NPM1,9.98E-01,1.62E-01,1.95E+00,0,0
PSMD12,1.00E+00,1.62E-01,1.87E+00,0,0
ZNF131,1.00E+00,1.62E-01,2.67E+00,0,0
GPC3,9.98E-01,1.62E-01,1.45E+00,0,0
GRAMD4,1.00E+00,1.62E-01,2.56E+00,0,0
KIF2A,1.00E+00,1.62E-01,4.04E+00,0,0
FGD5,1.00E+00,1.62E-01,1.67E-01,0,0
CKAP5,1.00E+00,1.62E-01,3.78E+00,0,0
UPF1,1.00E+00,1.62E-01,5.63E+00,0,0
UTP14A,1.00E+00,1.62E-01,1.49E+00,0,0
CHD1,1.00E+00,1.62E-01,4.21E+00,0,0
ZBTB2,9.98E-01,1.62E-01,2.64E+00,0,0
CPSF6,1.00E+00,1.63E-01,3.94E+00,0,0
FAM120A,1.00E+00,1.63E-01,3.35E+00,0,0
WDR43,1.00E+00,1.63E-01,7.01E-01,0,0
CUX1,1.00E+00,1.63E-01,3.75E+00,0,0
ZNF865,9.98E-01,1.63E-01,3.91E+00,0,0
MAPK8IP1,1.00E+00,1.63E-01,1.49E+00,0,0
CDK19,1.00E+00,1.63E-01,3.56E+00,0,0
NFKB2,1.00E+00,1.63E-01,3.94E+00,0,0
KDM5A,1.00E+00,1.63E-01,2.25E+00,0,0
TEX10,1.00E+00,1.63E-01,1.54E+00,0,0
KIAA0947,1.00E+00,1.64E-01,7.29E-01,0,0
MDM2,1.00E+00,1.64E-01,2.33E+00,0,0
CASKIN1,1.00E+00,1.64E-01,1.79E+00,0,0
MYC,9.98E-01,1.64E-01,1.22E+00,0,0
CLK2,1.00E+00,1.64E-01,2.20E+00,0,0
PAX5,9.98E-01,1.65E-01,2.45E+00,0,0
ZNF608,1.00E+00,1.65E-01,1.06E+00,0,0
DSCAML1,1.00E+00,1.65E-01,3.15E+00,0,0
CCNJ,9.98E-01,1.65E-01,1.60E+00,0,0
CCNK,1.00E+00,1.65E-01,3.31E+00,0,0
TLK1,1.00E+00,1.65E-01,3.56E+00,0,0
LARP1,1.00E+00,1.65E-01,3.07E+00,0,0
ARIH1,1.00E+00,1.66E-01,4.59E+00,0,0
LRRC4,9.98E-01,1.66E-01,1.96E+00,0,0
RBFOX3,9.98E-01,1.66E-01,2.13E+00,0,0
ZNF629,1.00E+00,1.66E-01,3.86E+00,0,0
KDM5C,1.00E+00,1.66E-01,5.15E+00,0,1
PHF6,9.98E-01,1.66E-01,2.28E+00,0,0
DICER1,1.00E+00,1.66E-01,4.23E+00,0,0
GRIN2D,1.00E+00,1.67E-01,4.85E+00,0,0
RPL5,9.98E-01,1.67E-01,1.90E+00,0,0
PHF23,9.98E-01,1.67E-01,9.60E-01,0,0
SIPA1L1,1.00E+00,1.67E-01,2.98E+00,0,0
MYH10,1.00E+00,1.67E-01,5.01E+00,0,0
GABBR2,1.00E+00,1.67E-01,4.63E+00,0,0
CECR2,1.00E+00,1.67E-01,5.73E-01,0,0
F9,9.98E-01,1.67E-01,2.18E+00,0,0
PAK7,1.00E+00,1.67E-01,1.47E+00,0,0
USP11,1.00E+00,1.67E-01,3.57E+00,0,0
PPP1R9B,1.00E+00,1.68E-01,3.02E+00,0,0
SFSWAP,1.00E+00,1.68E-01,2.80E+00,0,0
HNF1B,1.00E+00,1.68E-01,1.73E+00,0,0
NOP2,1.00E+00,1.68E-01,6.38E-01,0,0
TMEM63B,1.00E+00,1.68E-01,4.22E+00,0,0
STAU1,1.00E+00,1.68E-01,1.93E+00,0,0
ARPC2,9.98E-01,1.68E-01,2.70E+00,0,0
CSK,1.00E+00,1.68E-01,3.98E+00,0,0
SOX9,9.98E-01,1.68E-01,1.63E+00,0,0
NCOR2,1.00E+00,1.69E-01,2.01E+00,0,0
ANK1,1.00E+00,1.69E-01,2.08E+00,0,0
ZNF236,1.00E+00,1.69E-01,3.84E+00,0,0
ABCA2,1.00E+00,1.69E-01,4.91E+00,0,0
PPP1R16B,1.00E+00,1.69E-01,2.44E+00,0,0
RC3H2,1.00E+00,1.69E-01,2.45E+00,0,0
PAX6,1.00E+00,1.69E-01,2.82E+00,0,0
CENPI,1.00E+00,1.69E-01,1.46E+00,0,0
ZNF638,1.00E+00,1.69E-01,-5.75E-01,0,0
NACC1,9.98E-01,1.69E-01,4.17E+00,0,0
PDGFRA,1.00E+00,1.69E-01,1.94E+00,0,0
CADM4,9.98E-01,1.69E-01,2.74E+00,0,0
ACVR2A,1.00E+00,1.70E-01,3.29E+00,0,0
TRIM9,1.00E+00,1.70E-01,3.01E+00,0,0
DYRK2,9.98E-01,1.70E-01,1.95E+00,0,0
TRPC5,1.00E+00,1.70E-01,3.27E+00,0,1
C7orf60,9.97E-01,1.70E-01,2.21E+00,0,0
MKL2,1.00E+00,1.70E-01,5.23E-01,0,0
GPATCH8,1.00E+00,1.70E-01,1.46E+00,0,0
ESCO1,1.00E+00,1.70E-01,4.31E-01,0,0
GRID2,1.00E+00,1.70E-01,7.08E-01,0,0
WEE1,1.00E+00,1.70E-01,2.64E+00,0,0
MBTPS2,9.98E-01,1.70E-01,2.09E+00,0,0
PRPF4B,1.00E+00,1.70E-01,3.59E+00,0,0
ZNF654,9.98E-01,1.70E-01,1.13E+00,0,0
CHD9,1.00E+00,1.70E-01,3.77E+00,0,0
KIF1B,1.00E+00,1.71E-01,3.60E+00,0,0
RNF2,9.97E-01,1.71E-01,2.52E+00,0,0
DAGLA,1.00E+00,1.71E-01,4.01E+00,0,0
MNT,9.97E-01,1.71E-01,9.81E-01,0,0
PRKCD,1.00E+00,1.71E-01,3.11E+00,0,0
KDM4B,1.00E+00,1.71E-01,3.48E+00,0,0
CELF1,1.00E+00,1.71E-01,3.34E+00,0,0
ANKRD28,1.00E+00,1.71E-01,2.39E+00,0,0
MEN1,1.00E+00,1.71E-01,3.25E+00,0,0
SYVN1,1.00E+00,1.71E-01,2.18E+00,0,0
FZR1,1.00E+00,1.72E-01,3.64E+00,0,0
ZFP91,1.00E+00,1.72E-01,1.63E+00,0,0
ARMC8,1.00E+00,1.72E-01,2.88E+00,0,0
CAMTA1,1.00E+00,1.72E-01,3.26E+00,0,0
LIN54,1.00E+00,1.72E-01,2.70E+00,0,0
TRIM71,1.00E+00,1.72E-01,3.28E+00,0,0
NKAP,9.97E-01,1.72E-01,1.51E+00,0,0
TFAP4,9.97E-01,1.72E-01,1.60E+00,0,0
ACVR1B,1.00E+00,1.72E-01,3.37E+00,0,0
PSMD4,9.97E-01,1.72E-01,2.53E+00,0,0
FBLN5,1.00E+00,1.72E-01,1.56E+00,0,0
EEF2,1.00E+00,1.72E-01,4.88E+00,0,0
ISY1-RAB43,1.00E+00,1.72E-01,1.42E+00,0,0
CFLAR,1.00E+00,1.73E-01,2.19E+00,0,0
OTUD5,9.97E-01,1.73E-01,3.99E+00,0,0
HIVEP1,1.00E+00,1.73E-01,3.28E-01,0,0
GTF3C1,1.00E+00,1.73E-01,3.26E+00,0,0
ENAH,1.00E+00,1.73E-01,1.74E+00,0,0
FOXO1,9.97E-01,1.73E-01,1.71E+00,0,0
TNRC6B,1.00E+00,1.73E-01,2.87E+00,0,0
EEF1G,1.00E+00,1.73E-01,2.50E+00,0,0
TENM4,1.00E+00,1.73E-01,2.73E+00,0,0
KLF4,9.97E-01,1.74E-01,1.00E-01,0,0
SEC24C,1.00E+00,1.74E-01,1.50E+00,0,0
CTDSPL2,1.00E+00,1.74E-01,2.20E+00,0,0
JADE2,1.00E+00,1.74E-01,2.46E+00,0,0
PCGF1,9.97E-01,1.74E-01,2.11E+00,0,0
TTC28,1.00E+00,1.74E-01,4.17E+00,0,0
GATA6,9.97E-01,1.74E-01,1.28E+00,0,0
SCN3A,1.00E+00,1.74E-01,4.62E+00,0,0
PSME3,9.97E-01,1.74E-01,2.39E+00,0,0
TET1,1.00E+00,1.74E-01,1.62E+00,0,0
NUP153,1.00E+00,1.74E-01,-7.61E-01,0,0
CELF2,1.00E+00,1.74E-01,4.34E+00,0,0
DDX6,1.00E+00,1.74E-01,3.78E+00,0,0
BAG6,1.00E+00,1.74E-01,2.72E+00,0,0
EPHA4,1.00E+00,1.75E-01,2.89E+00,0,0
MKLN1,1.00E+00,1.75E-01,2.74E+00,0,0
ZMYM4,1.00E+00,1.75E-01,3.86E+00,0,0
PPP2R5D,1.00E+00,1.75E-01,3.65E+00,0,0
ANAPC2,1.00E+00,1.75E-01,2.41E+00,0,0
FOXP1,1.00E+00,1.75E-01,2.28E+00,0,0
TDRD1,1.00E+00,1.75E-01,1.40E+00,0,0
MAP4K4,1.00E+00,1.75E-01,4.74E+00,0,0
MAPK1,9.97E-01,1.75E-01,3.61E+00,0,0
NCDN,1.00E+00,1.75E-01,3.76E+00,0,0
BSN,1.00E+00,1.75E-01,1.26E+00,0,0
ADRM1,9.97E-01,1.75E-01,1.38E+00,0,37
NCOR1,1.00E+00,1.75E-01,3.94E+00,0,0
CNOT7,9.97E-01,1.76E-01,2.63E+00,0,0
MTM1,1.00E+00,1.76E-01,2.40E+00,0,0
BAZ1A,1.00E+00,1.76E-01,2.94E+00,0,0
ABL1,1.00E+00,1.76E-01,2.56E+00,0,0
JAKMIP2,1.00E+00,1.76E-01,3.36E+00,0,0
ZNF516,1.00E+00,1.76E-01,9.92E-01,0,121702
PTBP1,1.00E+00,1.76E-01,1.65E+00,0,0
CLASP1,1.00E+00,1.76E-01,3.61E+00,0,0
HTT,1.00E+00,1.76E-01,2.78E+00,0,0
RELN,1.00E+00,1.76E-01,2.25E+00,0,0
BRPF1,1.00E+00,1.76E-01,3.83E+00,0,0
R3HDM2,1.00E+00,1.76E-01,3.33E+00,0,0
MYO9B,1.00E+00,1.77E-01,3.97E+00,0,0
PHF2,1.00E+00,1.77E-01,3.49E+00,0,0
PAPOLA,1.00E+00,1.77E-01,3.55E+00,0,0
ZZZ3,1.00E+00,1.77E-01,1.67E+00,0,0
EIF4ENIF1,1.00E+00,1.77E-01,1.99E+00,0,0
PSME4,1.00E+00,1.77E-01,2.27E+00,0,0
NCL,1.00E+00,1.77E-01,8.49E-01,0,0
GLA,9.97E-01,1.77E-01,1.88E+00,0,0
GPHN,1.00E+00,1.77E-01,3.44E+00,0,1
BRPF3,1.00E+00,1.77E-01,2.91E+00,0,0
MSL3,9.97E-01,1.78E-01,1.93E+00,0,0
PRPF8,1.00E+00,1.78E-01,8.28E+00,0,0
KDM2B,1.00E+00,1.78E-01,3.44E+00,0,0
AKT3,1.00E+00,1.78E-01,3.95E+00,0,0
HIC2,9.97E-01,1.78E-01,2.05E+00,0,0
PNISR,1.00E+00,1.78E-01,1.61E+00,0,0
DPP10,1.00E+00,1.78E-01,1.22E+00,0,0
MGAT5,1.00E+00,1.78E-01,2.56E+00,0,0
NKRF,9.97E-01,1.78E-01,2.74E+00,0,0
ADRBK1,1.00E+00,1.78E-01,3.22E+00,0,0
ZER1,1.00E+00,1.78E-01,3.75E+00,0,0
EXOC5,1.00E+00,1.78E-01,2.34E+00,0,0
SF3B3,1.00E+00,1.78E-01,5.18E+00,0,0
SYMPK,1.00E+00,1.79E-01,2.86E+00,0,0
SPPL3,9.97E-01,1.79E-01,3.44E+00,0,0
PKD1,1.00E+00,1.79E-01,-4.32E+00,0,0
TEK,1.00E+00,1.79E-01,1.35E+00,0,0
G3BP2,1.00E+00,1.79E-01,3.61E+00,0,0
ZBTB18,9.97E-01,1.79E-01,3.43E+00,0,0
PTPN2,1.00E+00,1.79E-01,1.38E+00,0,0
ARHGEF12,1.00E+00,1.79E-01,3.25E+00,0,0
LAS1L,1.00E+00,1.79E-01,2.67E+00,0,0
PLK2,1.00E+00,1.80E-01,3.01E+00,0,0
PITPNM2,1.00E+00,1.80E-01,4.13E+00,0,0
IDS,9.96E-01,1.80E-01,1.58E+00,0,0
DST,1.00E+00,1.80E-01,2.22E+00,0,0
DNM2,1.00E+00,1.80E-01,3.48E+00,0,0
PDS5B,1.00E+00,1.80E-01,4.39E+00,0,0
PTPRT,1.00E+00,1.80E-01,3.14E+00,0,0
RPL7,9.96E-01,1.81E-01,1.15E+00,0,0
TOX3,1.00E+00,1.81E-01,1.16E+00,0,0
CENPB,9.96E-01,1.81E-01,2.73E+00,0,0
SERBP1,1.00E+00,1.81E-01,1.67E+00,0,0
ZRANB2,9.99E-01,1.81E-01,1.68E+00,0,0
HCN1,1.00E+00,1.81E-01,3.66E+00,0,0
RELA,9.99E-01,1.81E-01,2.45E+00,0,0
COPS3,9.99E-01,1.81E-01,2.37E+00,0,0
TFDP2,1.00E+00,1.81E-01,1.69E+00,0,0
WDR7,1.00E+00,1.81E-01,2.48E+00,0,0
TNIK,1.00E+00,1.81E-01,4.10E+00,0,0
ZDHHC17,1.00E+00,1.81E-01,2.57E+00,0,0
NOL6,1.00E+00,1.82E-01,8.64E-01,0,0
NOVA1,9.96E-01,1.82E-01,2.32E+00,0,0
LMTK3,1.00E+00,1.82E-01,4.32E+00,0,0
ATP5A1,9.99E-01,1.82E-01,2.44E+00,0,0
SLC7A3,9.96E-01,1.82E-01,1.90E+00,0,0
MLLT10,1.00E+00,1.82E-01,1.60E+00,0,0
MLLT6,1.00E+00,1.82E-01,2.10E+00,0,0
RP11-152F13.10,9.96E-01,1.82E-01,2.33E+00,0,0
ATP2C1,1.00E+00,1.82E-01,3.67E+00,0,0
RNF8,9.99E-01,1.83E-01,2.16E+00,0,0
SET,9.96E-01,1.83E-01,2.66E+00,0,0
UBE3C,1.00E+00,1.83E-01,2.54E+00,0,1
SYCP2,1.00E+00,1.83E-01,2.58E-01,0,0
CIC,1.00E+00,1.83E-01,7.26E-01,0,0
ACAN,1.00E+00,1.83E-01,2.07E-01,0,0
SF1,9.99E-01,1.83E-01,3.62E+00,0,0
EPHB2,1.00E+00,1.84E-01,2.45E+00,0,0
CSNK2A2,9.99E-01,1.84E-01,3.15E+00,0,0
FAT4,1.00E+00,1.84E-01,6.22E-01,0,0
NAP1L1,9.99E-01,1.84E-01,1.76E+00,0,0
MED12L,1.00E+00,1.84E-01,3.13E+00,0,0
ALAS2,9.96E-01,1.84E-01,2.37E+00,0,0
CEP350,1.00E+00,1.84E-01,1.39E+00,0,0
DDX21,1.00E+00,1.84E-01,2.45E+00,0,0
MEIS2,9.99E-01,1.84E-01,2.46E+00,0,0
MTF2,1.00E+00,1.84E-01,2.55E+00,0,0
MAP3K4,1.00E+00,1.84E-01,2.87E+00,0,0
SHANK1,1.00E+00,1.84E-01,3.64E+00,0,0
